================ Training Loss (Mon Nov  1 16:57:01 2021) ================
(epoch: 1, iters: 10000, time: 0.248, data: 2.037) G_GAN: 0.894 G_L1: 79.294 D_real: 2.382 D_fake: 1.197 
(epoch: 2, iters: 9510, time: 0.215, data: 0.008) G_GAN: 3.687 G_L1: 82.102 D_real: 0.057 D_fake: 0.138 
(epoch: 3, iters: 9020, time: 0.224, data: 0.007) G_GAN: 2.873 G_L1: 105.237 D_real: 0.042 D_fake: 0.095 
(epoch: 4, iters: 8530, time: 0.245, data: 0.009) G_GAN: 4.160 G_L1: 119.790 D_real: 0.082 D_fake: 0.739 
(epoch: 5, iters: 8040, time: 0.246, data: 0.008) G_GAN: 3.248 G_L1: 103.874 D_real: 0.000 D_fake: 0.156 
(epoch: 6, iters: 7550, time: 0.241, data: 0.008) G_GAN: 3.176 G_L1: 94.532 D_real: 0.001 D_fake: 0.067 
(epoch: 7, iters: 7060, time: 0.221, data: 0.007) G_GAN: 4.124 G_L1: 94.457 D_real: 0.011 D_fake: 0.073 
(epoch: 8, iters: 6570, time: 0.237, data: 0.008) G_GAN: 1.102 G_L1: 56.092 D_real: 1.039 D_fake: 0.156 
(epoch: 9, iters: 6080, time: 0.247, data: 0.009) G_GAN: 2.256 G_L1: 82.822 D_real: 1.599 D_fake: 0.005 
(epoch: 10, iters: 5590, time: 0.227, data: 0.008) G_GAN: 2.394 G_L1: 64.231 D_real: 0.033 D_fake: 0.282 
(epoch: 11, iters: 5100, time: 0.252, data: 0.008) G_GAN: 2.807 G_L1: 145.507 D_real: 0.003 D_fake: 0.075 
(epoch: 12, iters: 4610, time: 0.244, data: 0.008) G_GAN: 0.709 G_L1: 61.556 D_real: 2.215 D_fake: 0.354 
(epoch: 13, iters: 4120, time: 0.243, data: 0.008) G_GAN: 3.440 G_L1: 82.265 D_real: 1.164 D_fake: 0.007 
(epoch: 14, iters: 3630, time: 0.236, data: 0.008) G_GAN: 1.925 G_L1: 79.104 D_real: 0.021 D_fake: 0.507 
(epoch: 15, iters: 3140, time: 0.241, data: 0.008) G_GAN: 2.785 G_L1: 61.331 D_real: 0.617 D_fake: 0.054 
(epoch: 16, iters: 2650, time: 0.248, data: 0.007) G_GAN: 6.444 G_L1: 91.463 D_real: 0.052 D_fake: 0.006 
(epoch: 17, iters: 2160, time: 0.283, data: 0.008) G_GAN: 3.527 G_L1: 95.709 D_real: 0.085 D_fake: 0.037 
(epoch: 18, iters: 1670, time: 0.224, data: 0.008) G_GAN: 4.235 G_L1: 69.268 D_real: 0.977 D_fake: 0.008 
(epoch: 19, iters: 1180, time: 0.252, data: 0.009) G_GAN: 3.755 G_L1: 88.788 D_real: 0.028 D_fake: 0.150 
(epoch: 20, iters: 690, time: 0.261, data: 0.009) G_GAN: 3.118 G_L1: 113.938 D_real: 0.079 D_fake: 0.094 
(epoch: 21, iters: 200, time: 0.249, data: 0.008) G_GAN: 2.487 G_L1: 83.330 D_real: 0.048 D_fake: 0.217 
(epoch: 21, iters: 10200, time: 0.266, data: 0.007) G_GAN: 1.879 G_L1: 65.721 D_real: 0.001 D_fake: 0.337 
(epoch: 22, iters: 9710, time: 0.230, data: 0.008) G_GAN: 1.475 G_L1: 61.069 D_real: 3.691 D_fake: 0.057 
(epoch: 23, iters: 9220, time: 0.246, data: 0.008) G_GAN: 2.507 G_L1: 58.097 D_real: 0.450 D_fake: 0.164 
(epoch: 24, iters: 8730, time: 0.271, data: 0.008) G_GAN: 5.609 G_L1: 85.763 D_real: 0.011 D_fake: 0.009 
(epoch: 25, iters: 8240, time: 0.237, data: 0.009) G_GAN: 2.116 G_L1: 53.900 D_real: 0.354 D_fake: 0.134 
(epoch: 26, iters: 7750, time: 0.247, data: 0.009) G_GAN: 2.415 G_L1: 89.546 D_real: 0.042 D_fake: 0.341 
(epoch: 27, iters: 7260, time: 0.258, data: 0.009) G_GAN: 2.454 G_L1: 83.483 D_real: 0.040 D_fake: 0.189 
(epoch: 28, iters: 6770, time: 0.260, data: 0.009) G_GAN: 1.796 G_L1: 52.483 D_real: 1.120 D_fake: 0.055 
(epoch: 29, iters: 6280, time: 0.245, data: 0.009) G_GAN: 3.950 G_L1: 64.284 D_real: 0.022 D_fake: 0.031 
(epoch: 30, iters: 5790, time: 0.259, data: 0.008) G_GAN: 2.317 G_L1: 70.871 D_real: 0.000 D_fake: 0.302 
(epoch: 31, iters: 5300, time: 0.231, data: 0.008) G_GAN: 1.422 G_L1: 38.935 D_real: 1.431 D_fake: 0.194 
(epoch: 32, iters: 4810, time: 0.265, data: 0.008) G_GAN: 2.183 G_L1: 55.806 D_real: 0.161 D_fake: 0.290 
(epoch: 33, iters: 4320, time: 0.256, data: 0.008) G_GAN: 2.051 G_L1: 77.482 D_real: 0.000 D_fake: 0.397 
(epoch: 34, iters: 3830, time: 0.294, data: 0.009) G_GAN: 5.115 G_L1: 91.784 D_real: 0.123 D_fake: 0.018 
